SMILES,Is_reactant,Is_product,Is_Starter,SourceDirectory
CC(=O)OC(O)[C@H]1O[C@@H]2[C@H](Oc3nc4c(=O)[nH]c(N)nc4n32)[C@@H]1O,False,True,False,GuanosineOnly_gen3
COC[C@H]1O[C@](C)(n2cnc3c(=O)[nH]c(N)nc32)[C@H](OC=O)[C@@H]1O,False,True,False,GuanosineOnly_gen3
CO[C@@H]1[C@H](O)CO[C@]1(CO)n1cnc2c3nc(nc21)[nH]3,False,True,False,GuanosineOnly_gen3
CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c[nH+]c2c(=O)[nH]c(N)nc21,False,True,False,GuanosineOnly_gen3
CO[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1c[n+](C)c2c(=O)[nH]c(N)nc21,False,True,False,GuanosineOnly_gen3
CO[C@@H]1[C@H](OC(C)=O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,True,True,False,GuanosineOnly_gen3
COC(=O)OC[C@H]1O[C@@H](n2c(C)nc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O,False,True,False,GuanosineOnly_gen3
CC(O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@]3(O)O[C@@H]23)c(=O)[nH]1,True,False,True,GuanosineOnly_gen3
COC1CO[C@H]2[C@@H](O)[C@@H](O[C@@H]2CO)n2cnc3c(=O)[nH]c(nc32)N1,False,True,False,GuanosineOnly_gen3
CC(N)O[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,False,True,False,GuanosineOnly_gen3
COC(=O)O[C@H]1[C@@H](O)[C@H](n2c[n+](C)c3c(=O)[nH]c(N)nc32)O[C@@H]1CO,False,True,False,GuanosineOnly_gen3
CCC(O)Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,False,True,False,GuanosineOnly_gen3
COC[C@H]1O[C@@H](n2c[n+](C)c3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OC,False,True,False,GuanosineOnly_gen3
CC(=O)N(c1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1)C(C)O,False,True,False,GuanosineOnly_gen3
Nc1nc2c(ncn2[C@@H]2O[C@H](C=O)[C@@H](OCCO)[C@H]2O)c(=O)[nH]1,False,True,False,GuanosineOnly_gen3
CO[C@@H]1[C@H](OC(C)=O)[C@@H](C=O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,False,True,False,GuanosineOnly_gen3
C[C@]1(n2cnc3c(=O)[nH]c(N)nc32)O[C@H](CO)[C@@H](O)[C@H]1OC=O,True,True,False,GuanosineOnly_gen3
Nc1nc2c(ncn2[C@@H]2O[C@@]3(CO3)[C@@H](OCO)[C@H]2O)c(=O)[nH]1,False,True,False,GuanosineOnly_gen3
CCC(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O,False,True,False,GuanosineOnly_gen3
CC(O)OC(C)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,False,True,False,GuanosineOnly_gen3
CCOC[C@H]1O[C@@H](n2cnc3c(=O)n(C(C)=O)c(N)nc32)[C@H](O)[C@@H]1O,False,True,False,GuanosineOnly_gen3
CCOC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OC=O,False,True,False,GuanosineOnly_gen3
COC(C#N)[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1O,False,True,False,GuanosineOnly_gen3
CC(=O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(=O)[nH]c(N)nc32)[C@H](O)[C@@H]1OC(C)=O,False,True,False,GuanosineOnly_gen3
CC(O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1CO,True,True,False,GuanosineOnly_gen3
O=P(O)(O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c3nc(nc21)[nH]3,True,False,True,GuanosineOnly_gen3
CCO[C@@H]1[C@H](OCC)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,False,True,False,GuanosineOnly_gen3
CC(=O)OC[C@]1(n2cnc3c(=O)[nH]c(N)nc32)OC[C@@H](O)[C@H]1O,True,True,False,GuanosineOnly_gen3
CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@]1(C)COC(C)=O,False,True,False,GuanosineOnly_gen3
COC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,True,False,True,GuanosineOnly_gen3
CCO[C@@H]1[C@H](O)CO[C@]1(CO)n1cnc2c(=O)[nH]c(N)nc21,False,True,False,GuanosineOnly_gen3
CC(O)Nc1nc2c(ncn2[C@@H]2O[C@]3(CO)O[C@H]3[C@H]2O)c(=O)[nH]1,True,False,True,GuanosineOnly_gen3
CO[C@H]1[C@@H](O)[C@H](n2cnc3c(=O)[nH]c(N)nc32)O[C@@H]1COC(=O)CO,False,True,False,GuanosineOnly_gen3
COC[C@H]1O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@]2(O)O[C@H]12,False,True,False,GuanosineOnly_gen3
CO[C@@H]1[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,True,True,False,GuanosineOnly_gen3
C[C@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(=O)[nH]c(N)nc32)[C@@H]1O,False,True,False,GuanosineOnly_gen3
