DrugBank ID,Accession Numbers,Common name,CAS,UNII,Synonyms,Standard InChI Key,Canonical_SMILES
DB09086,,Eugenol,97-53-0,3T8H1794QW,Eugenol,RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(O)c(OC)c1
DB09087,,Potassium alum,10043-67-1,09OXB01F3O,"Alum, potassium | Aluminium potassium bis(sulphate) | Aluminium potassium sulfate | Aluminum potassium alum | Aluminum potassium disulfate | Aluminum potassium sulfate | Aluminum potassium sulfate anhydrous | Burnt potassium alum | Potash alum | Potassium aluminium sulfate | Potassium aluminum disulfate",GRLPQNLYRHEGIJ-UHFFFAOYSA-J,O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[K+]
DB09088,,Amylocaine,644-26-8,QRW683O56T,1-(Dimethylamino)-2-methyl-2-butanol benzoate | Amyléine | Amylocaine | Stovaine,FDMBBCOBEAVDAO-UHFFFAOYSA-N,CCC(C)(CN(C)C)OC(=O)c1ccccc1
DB09089,,Trimebutine,39133-31-8,QZ1OJ92E5R,"2-Dimethylamino-2-phenylbutyl 3,4,5-trimethoxybenzoat | Trimébutine | Trimebutine | Trimebutino",LORDFXWUHHSAQU-UHFFFAOYSA-N,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C
DB09090,,Pinaverium,59995-65-2,U2368VVE7O,Pinaverium,DDHUTBKXLWCZCO-UHFFFAOYSA-N,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC
DB09091,,Tixocortol,61951-99-3,ZX3KEK657Z,Tixocortol,YWDBSCORAARPPF-VWUMJDOOSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CS
DB09092,,Xanthinol,2530-97-4,TN1B5910V2,Xanthinol | Xantinol,DSFGXPJYDCSWTA-UHFFFAOYSA-N,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
DB09093,,Chlortetracycline,57-62-5,WCK1KIQ23Q,Chlortetracycline | Chlortétracycline | Chlortetracyclinum | Clortetraciclina,CYDMQBQPVICBEU-XRNKAMNCSA-N,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12
DB09094,,Podophyllin,9000-55-9,16902YVY2B,Podofillina | Podophyllin | Podophyllum (resin) | Podophyllum resin,KOUZYZCESNTXJO-UHFFFAOYSA-N,COc1cc(C2c3cc4c(cc3C(O)C(CO)C2C(=O)O)OCO4)cc(OC)c1OC.COc1cc(C2c3cc4c(cc3C(O)C(CO)C2C(=O)O)OCO4)cc(OC)c1OC.COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC.COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC
DB09095,,Difluocortolone,2607-06-9,K253365DXI,Diflucortolona | Diflucortolone | Diflucortolonum | Difluocortolone,OGPWIDANBSLJPC-RFPWEZLHSA-N,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
DB09096,,Benzoyl peroxide,94-36-0,W9WZN9A0GM,Benzoyl benzenecarboperoxoate | Benzoyl peroxide | Bepio | Peróxido de benzoilo,OMPJBNCRMGITSC-UHFFFAOYSA-N,O=C(OOC(=O)c1ccccc1)c1ccccc1
DB09097,,Quinagolide,87056-78-8,80Q9QWN15M,"(+-)-N,N-Diethyl-N'-((3R*,4aR*,10aS*)-1,2,3,4,4a,5,10,10a-octahydro-6-hydroxy-1-propylbenzo(g)quinolin-3-yl)sulfamide | Quinagolida | Quinagolide | Quinagolidum",GDFGTRDCCWFXTG-ZIFCJYIRSA-N,CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3C[C@H]21
DB09099,,Somatostatin,38916-34-6,6E20216Q0L,Somatostatin | Somatostatina | Somatostatine | Somatostatinum | Synthetic growth hormone release-inhibiting hormone | Synthetic somatostatin-14,NHXLMOGPVYXJNR-ATOGVRKGSA-N,C[C@H](N)C(=O)NCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O
DB09101,DB05618,Elvitegravir,697761-98-1,4GDQ854U53,"6-(3-chloro-2-fluorobenzyl)-1-[(2S)-1-hydroxy-3-methylbutan-2-yl]-7-methoxy-4-oxo-1,4-dihydroquinoline-3-carboxylic acid | Elvitegravir | elvitégravir | EVG | GS 9137",JUZYLCPPVHEVSV-LJQANCHMSA-N,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C
DB09102,,Daclatasvir,1009119-64-5,LI2427F9CI,BMS-790052 | Daclatasvir,FKRSSPOQAMALKA-CUPIEXAXSA-N,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C
DB09104,,Magnesium hydroxide,1309-42-8,NBZ3QY004S,Hidroxido de magnesio | Magnesii hydroxidum | Magnesio hidróxido | Magnesium dihydroxide | Magnesium hydroxide | Milk of magnesia,VTHJTEIRLNZDEV-UHFFFAOYSA-L,[Mg+2].[OH-].[OH-]
DB09110,,Coenzyme M,3375-50-6,VHD28S0H7F,2-Mercaptoethane | 2-Mercaptoethanesulfonate | 2-mercaptoethanesulfonic acid | 2-mercaptoethanesulphonic acid | 2-mercaptoethylsulfonate | 2-sulfanylethylsulfonate | Coenzima M | Coenzym M | Coenzyme M | CoM | HS-CoM | reduced coenzyme M | reduced CoM | β-mercaptoethanesulfonic acid,ZNEWHQLOPFWXOF-UHFFFAOYSA-N,O=S(=O)(O)CCS
DB09112,,Nitrous acid,7782-77-6,T2I5UM75DN,dioxonitric acid | hydroxidooxidonitrogen | nitrosyl hydroxide | Nitrous acid,IOVCWXUNBOPUCH-UHFFFAOYSA-N,O=NO
DB09114,,Colfosceril palmitate,63-89-8,319X2NFW0A,Colfosceril palmitate | Colfoscerili palmitas | Dipalmitoylphosphatidylcholine | Palmitate de colfosceril | Palmitato de colfoscerilo,KILNVBDSWZSGLL-KXQOOQHDSA-N,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
DB09115,,Diiodohydroxyquinoline,83-73-8,63W7IE88K8,Diiodohydroxyquin | Diiodohydroxyquinoline | Iodoquinol | Ioquin,UXZFQZANDVDGMM-UHFFFAOYSA-N,Oc1c(I)cc(I)c2cccnc12
DB09116,,Calcium carbimide,156-62-7,ZLR270912W,"Calcium carbimide | calcium cyanamide | carbimida calcica | carbimide calcique | Cyanamide calcique | Cyanamide, calcium salt (1:1) | Lime nitrogen | Lime-nitrogen | methanediimine, calcium salt (1:1) | Nitrogen lime",MYFXBBAEXORJNB-UHFFFAOYSA-N,[Ca+2].[N-]=C=[N-]
DB09117,,Paraldehyde,123-63-7,S6M3YBG8QA,Paraldehyde,SQYNKIJPMDEDEG-UHFFFAOYSA-N,CC1OC(C)OC(C)O1
DB09118,,Stiripentol,49763-96-4,R02XOT8V8I,"1-(1,3-Benzodioxol-5-yl)-4,4-dimethyl-1-penten-3-ol | 4,4-Dimethyl-1-((3,4-methylenedioxy)phenyl)-1-penten-3-ol | Estiripentol | Stiripentol | Stiripentolum",IBLNKMRFIPWSOY-FNORWQNLSA-N,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2
DB09119,,Eslicarbazepine acetate,236395-14-5,BEA68ZVB2K,"(10S)-10-acetoxy-10,11-dihydro-5H-dibenz[b,f]azepine-5-carboxamide | (10S)-5-carbamoyl-10,11-dihydro-5H-dibenzo[b,f]azepin-10-yl acetate | ESL | Eslicarbazepine acetate",QIALRBLEEWJACW-INIZCTEOSA-N,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21
DB09120,,Zucapsaicin,25775-90-0,15OX67P384,(Z)-Capsaicin | cis-Capsaicin | Civamide | Zucapsaicin,YKPUWZUDDOIDPM-VURMDHGXSA-N,COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O
DB09121,,Aurothioglucose,12192-57-3,2P2V9Q0E78,Auromyose | Aurothioglucose | Gold thioglucose,XHVAWZZCDCWGBK-WYRLRVFGSA-M,OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O
DB09123,,Dienogest,65928-58-7,46M3EV8HHE,"17-alpha-Cyanomethyl-17-beta-hydroxy-estra-4,9(10)-dien-3-one | 17alpha-17-Hydroxy-3-oxo-19-norpregna-4,9-diene-21-nitrile | Dienogest | Dienogestril | Dienogestum | Endometrion",AZFLJNIPTRTECV-FUMNGEBKSA-N,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N
DB09124,,Medrogestone,977-79-7,077DN93G5B,Medrogestone,HCFSGRMEEXUOSS-JXEXPEPMSA-N,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
DB09125,,Potassium citrate,866-84-2,86R1NVR0HW,Potassium citrate | Potassium citrate anhydrous | Tripotassium citrate,QEEAPRPFLLJWCF-UHFFFAOYSA-K,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+]
DB09128,,Brexpiprazole,913611-97-9,2J3YBM1K8C,Brexpiprazole | Lu-AF41156,ZKIAIYBUSXZPLP-UHFFFAOYSA-N,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1
DB09129,,Chromic chloride,10025-73-7,Z310X5O5RP,anhydrous chromium(III) chloride | Chromic chloride | Chromium chloride | Chromium trichloride | chromium(3+) trichloride | Chromium(III) chloride | Puratronic chromium chloride | Trichlorochromium,QSWDMMVNRMROPK-UHFFFAOYSA-K,[Cl-].[Cl-].[Cl-].[Cr+3]
DB09130,,Copper,7440-50-8,789U1901C5,cobre | Copper | cuivre | cuprum | Kupfer,RYGMFSIKBFXOCR-UHFFFAOYSA-N,[Cu]
DB09131,,Cupric Chloride,7447-39-4,P484053J2Y,Copper chloride | Copper(2+) chloride | copper(II) chloride | Cupric Chloride | Cupric chloride anhydrous,ORTQZVOHEJQUHG-UHFFFAOYSA-L,Cl[Cu]Cl
DB09132,,Gadoteric acid,72573-82-1,QVF9Y6955W,"[2,2',2'',2'''-(1,4,7,10-tetraazacyclododecane-1,4,7,10-tetrayl-κ4N1,N4,N7,N10)tetraacetato(3−)]gadolinium | DOTA-Gd | Gadoterate | Gadoteric acid | Gd-DOTA",GFSTXYOTEVLASN-UHFFFAOYSA-K,O=C([O-])CN1CCN(CC(=O)[O-])CCN(CC(=O)O)CCN(CC(=O)[O-])CC1.[Gd+3]
DB09133,,Iothalamic acid,2276-90-6,16CHD79MIX,"1-deoxy-1-(methylamino)-D-glucitol 5-acetamido-2,4,6 triiodo-N-methylisophthalamate | Iotalamic acid | Iothalamate | Iothalamic acid",UXIGWFXRQKWHHA-UHFFFAOYSA-N,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
DB09134,,Ioversol,87771-40-2,N3RIB7X24K,"Ioversol | N,N'-Bis (2,3-dihydroxypropyl)-5-[N-(2-hydroxyethyl) -glycolamido] -2,4,6-triiodoisophthalamide | Optiray",AMDBBAQNWSUWGN-UHFFFAOYSA-N,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I
DB09135,,Ioxilan,107793-72-6,A4YJ7J11TG,"Ioxilan | Ioxilane | Ioxilanum | N-(2,3-dihydroxypropyl)-N’-(2- hydroxyethyl)-5-[N-(2,3-dihydroxypropyl) acetamido]-2,4,6-triiodoisophthal-amide",UUMLTINZBQPNGF-UHFFFAOYSA-N,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I
DB09136,,Isosulfan blue,748080-29-7,NS6Q291771,Isosulfan blue | Isosulfan blue inner salt,YFKDCGWIINMRQY-UHFFFAOYSA-O,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)cc1
DB09137,,Technetium Tc-99m mebrofenin,1415247-71-0,F2NQ468L52,"Bis(2-[[2-(3-bromo-2,4,6-trimethylanilino)-2-oxoethyl]-(carboxymethyl)amino]acetate) technetium | Technetium (99mTc) mebrofenin | Technetium Tc 99m diisopropyl-iminodiacetic acid | Technetium Tc 99m DISIDA | Technetium Tc 99m Mebrofenin | Technetium Tc-99m mebrofenin",JLJSYHOPCNWUNE-UHFFFAOYSA-N,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br.[Tc]
DB09138,,Technetium Tc-99m medronate,121524-79-6,X89XV46R07,99m Tc medronate | 99m Tc-medronate | 99mTc medronate | 99mTc-medronate | AN-MDP | Cis-Mdp | Tc 99m Mdp | Tc-99m Mdp | Technetium (99mTc) medronic acid | Technetium (99mTc) Methylenediphosphonate | Technetium 99mTc medronic acid | Technetium methylene diphosphonate | Technetium Tc 99m medronate | Technetium Tc 99m medronic acid | Technetium Tc 99M Mpi Mdp | Technetium Tc-99m medronate,IUPNVOAUFBLQME-SGNQUONSSA-J,O.O.O=P([O-])([O-])CP(=O)([O-])[O-].[98Tc+4]
DB09139,,Technetium Tc-99m oxidronate,72945-61-0,MG4KI49HHJ,99mtc-HDP | Oxidronic acid 99mtc-complex | Technetium (99mTc) oxidronate | Technetium 99mtc oxidronate | Technetium Tc 99m oxidronate | Technetium Tc-99m oxidronate,SIJNDWFHVBDXDY-NLQOEHMXSA-N,O=P(O)(O)C(O)P(=O)(O)O.[99Tc]
DB09140,,Oxygen,7782-44-7,S88TT14065,Dioxygen | Molecular oxygen | Oxigeno gaseoso | Oxygen | Oxygen USP | Pure oxygen,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O
DB09143,,Sonidegib,956697-53-3,0RLU3VTK5M,"Erismodegib | N-[6-(cis-2,6-dimethylmorpholin-4-yl)pyridin-3-yl]-2-methyl-4'-(trifluoromethoxy)[1,1'-biphenyl]-3-carboxamide | Sonidegib",VZZJRYRQSPEMTK-CALCHBBNSA-N,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1
DB09144,DB05425,Uridine triacetate,4105-38-8,2WP61F175M,"2',3',5'-tri-O-acetyluridine | 2',3',5'-Triacetyluridine | Tri-O-acetyluridine | Triacetyl uridine | Triacetyluridine | Uridine 2',3',5'-triacetate | Uridine triacetate | Vistonuridine",AUFUWRKPQLGTGF-FMKGYKFTSA-N,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O
DB09145,,Water,7732-18-5,059QF0KO0R,agua | aqua | Dihydrogen oxide | Purified water | Sterile water | Water purified,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O
DB09146,DB06790 | DB24685,Iron sucrose,8047-67-4,FZ7NYF5N8L,Ferric hydroxide sucrose complex | Iron oxide saccharated | Iron saccharate | Iron sucrose | Iron sucrose complex | Iron sugar | Iron(III) hydroxide sucrose complex | Saccharated ferric oxide | Saccharated iron | Saccharated iron oxide | Sucroferric oxyhydroxide | Sucrose Iron,FWZTTZUKDVJDCM-CEJAUHOTSA-M,O.O.O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Na+].[Na+].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-]
DB09147,,Ferric pyrophosphate,10058-44-3,QK8899250F,Ferric pyrophosphate | Iron pyrophosphate | Iron(III) pyrophosphate,CADNYOZXMIKYPR-UHFFFAOYSA-B,O=P([O-])([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3]
DB09148,,Florbetaben F-18,902143-01-5,TLA7312TOI,4-((1E)-2-(4-(2-(2-(2-((SUP 18(F))FLUOROETHOXY)ETHOXY)ETHOXY)PHENYL)ETH-1-EN-1-YL)-N-METHYLANILINE | 4-[(E)-2-(4-{2-[2-(2-[18F] fluoroethoxy)ethoxy]ethoxy}phenyl)vinyl]-Nmethylaniline | Florbetaben (18F) | florbetaben (¹⁸F) | Florbetaben F-18 | florbetaben F18 | FLORBETABEN(18F),NCWZOASIUQVOFA-FWZJPQCDSA-N,CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])cc2)cc1
DB09149,,Florbetapir F-18,956103-76-7,6W15Z5R0RU,[18F]Florbetapir | 4-{(E)-2-[6-(2-{2-[2-(18F)fluoroethoxy]ethoxy}ethoxy)pyridin-3-yl]ethenyl}-N-methylaniline | Florbetapir (18F) | Florbetapir F-18 | Florbetapir F18 | florbetapir-fluorine-18,YNDIAUKFXKEXSV-CRYLGTRXSA-N,CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])nc2)cc1
DB09151,,Flutemetamol (18F),765922-62-1,L49M066S0O,"[18F]-Flutemetamol | 2-[3-(18F)fluoro-4-(methylamino)phenyl]-1,3-benzothiazol-6-ol | 2-[3-[18F]fluoro-4-(methylamino) phenyl]-6-benzothiazolol | Flutemetamol (18F) | Flutemetamol F 18 | Flutemetamol F-18 | Flutemetamol F18",VVECGOCJFKTUAX-HUYCHCPVSA-N,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F]
DB09152,,Nitrogen,7727-37-9,N762921K75,,IJGRMHOSHXDMSA-UHFFFAOYSA-N,N#N
DB09153,,Sodium chloride,7647-14-5,451W47IQ8X,Cloruro sódico | NACl | natrium chloride | Natriumchlorid | Natrum muriaticum | Sodium chloride | Sodium chloride solution | Sodium-chloride,FAPWRFPIFSIZLT-UHFFFAOYSA-M,[Cl-].[Na+]
DB09154,DB09159,Sodium citrate,68-04-2,RS7A450LGA,"Anhydrous sodium citrate | Anhydrous trisodium citrate | Citric acid, trisodium salt | Natrii citras | Natrocitral | Sodium citrate anhydrous | Sodium citrate, anhydrous | Sodium citrate,anhydrous | Trisodium citrate | trisodium citrate anhydrous | Trisodium citrate concentration | Trisodium citrate, anhydrous | Trisodium-citrate",HRXKRNGNAMMEHJ-UHFFFAOYSA-K,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+]
DB09155,,Helium,7440-59-7,206GF3GB41,[He] | atomic helium | Helium,SWQJXJOGLNCZEY-UHFFFAOYSA-N,[He]
DB09156,,Iopromide,73334-07-3,712BAC33MZ,"Iopromida | Iopromide | N,N'-bis(2,3-dihydroxypropyl)-2,4,6-triiodo-5-[(methoxyacetyl)amino]-N-methylisophthalamide",DGAIEPBNLOQYER-UHFFFAOYSA-N,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
DB09157,,Carbon dioxide,124-38-9,142M471B3J,Carbon dioxide,CURLTUGMZLYLDI-UHFFFAOYSA-N,O=C=O
DB09158,,Trypan blue free acid,2538-83-2,768N7QO4KH,Trypan blue free acid,ZBNARPCCDMHDDV-HVMBLDELSA-N,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O
DB09160,DB09505,Technetium Tc-99m tetrofosmin,127455-27-0,42FOP1YX93,Tc-99m tetrofosmin | Technetium (99mTc) tetrofosmin | Technetium Tc 99m tetrofosmin | Technetium-99 tetrofosmin,HBJYDUADMKVTGP-RCUQKECRSA-N,CCOCCP(CCOCC)CCP(CCOCC)CCOCC.CCOCCP(CCOCC)CCP(CCOCC)CCOCC.O.O.[98Tc]
DB09161,,Technetium Tc-99m sestamibi,109581-73-9,971Z4W1S09,99m Tc-sestamibi | 99m-Tc sestamibi | 99mTc sestamibi | 99mTc-sestamibi | Sestamibi | Technetium (99m Tc) sestamibi | Technetium (99mTc) sestamibi | Technetium Tc 99m sestamibi | Technetium Tc-99m sestamibi,ZBTQTVSNLRPJHI-UHFFFAOYSA-N,[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[Tc+]
DB09164,,Technetium Tc-99m disofenin,,QTJ2VIW97T,99mTc-DISIDA | 99mTc-Disofenin | Technetium (99mTc) disofenin | Technetium Tc 99m Disofenin | Technetium Tc-99m disofenin | Technetium-99m-Diisopropyliminodiacetic Acid,JNJYQGLIZTUSCW-NLQOEHMXSA-N,CC(C)c1cccc(C(C)C)c1NC(=O)CN(CC(=O)O)CC(=O)O.[99Tc]
DB09165,DB09417,Technetium Tc-99m pyrophosphate,52997-54-3,5L76I61H2B,Technetium (99mTc) pyrophosphate | Technetium TC 99M Pyrophosphate | Technetium Tc-99m pyrophosphate,OOGKGVXDDGJCPO-NLQOEHMXSA-J,O=P([O-])([O-])OP(=O)([O-])[O-].[99Tc+4]
DB09166,,Etizolam,40054-69-1,A76XI0HL37,"4-(o-Chlorophenyl)-2-ethyl-9-methyl-6H-thieno(3,2-f)-s-triazolo(4,3-a)(1,4)diazepine | Etizolam",VMZUTJCNQWMAGF-UHFFFAOYSA-N,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
DB09167,,Dosulepin,113-53-1,W13O82Z7HL,"(3E)-3-dibenzo[b,e]thiepin-11(6H)-ylidene-N,N-dimethylpropan-1-amine | 11-(3-Dimethylaminopropylidene)-6,11-dihydrodibenzo(b,e)thiepin | Dosulepin | Dosulepina | Dosulépine | Dosulepinum | Dothiepin | trans-dothiepin",PHTUQLWOUWZIMZ-GZTJUZNOSA-N,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21
DB09168,,4-Phenylfentanyl,120448-97-7,L9P31JAO37,4-Phenylfentanyl | N-(1-Phenethyl-4-phenyl-4-piperidyl)-N-phenyl-propanamide,BXCJXJLHYMWMQU-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1(c2ccccc2)CCN(CCc2ccccc2)CC1
DB09169,,3-Allylfentanyl,82208-84-2,V990X77S2I,3-Allylfentanyl,BZXKQFFMDLTPJL-LADGPHEKSA-N,C=CC[C@H]1CN(CCc2ccccc2)CC[C@H]1N(C(=O)CC)c1ccccc1
DB09170,,β-Hydroxythiofentanyl,1474-34-6,MG6JW60TUG,beta-Hydroxythiofentanyl | β-Hydroxythiofentanyl,GLAAETOTOUGGSB-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2cccs2)CC1
DB09171,,β-Methylfentanyl,79146-56-8,9658A8O6GK,beta-Methylfentanyl | Betamethylfentanyl | β-Methylfentanyl,UXIGUKSHASXDNI-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CC(C)c2ccccc2)CC1
DB09172,,Brifentanil,101345-71-5,6GDT77PQBW,Brifentanil,KKMGCTVJCQYQPV-WBVHZDCISA-N,CCn1nnn(CCN2CC[C@H](N(C(=O)COC)c3ccccc3F)[C@H](C)C2)c1=O
DB09173,,Butyrfentanyl,1169-70-6,07V1H7R6ZN,Butyr-fentanyl | Butyrylfentanyl,QQOMYEQLWQJRKK-UHFFFAOYSA-N,CCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
DB09174,,Lofentanil,61380-40-3,7H7YQ564XV,Lofentanil,IMYHGORQCPYVBZ-NLFFAJNJSA-N,CCC(=O)N(c1ccccc1)[C@@]1(C(=O)OC)CCN(CCc2ccccc2)C[C@H]1C
DB09175,,Mirfentanil,117523-47-4,Q2U943H24P,Mirfentanil,BJZZDOLVVLWFHN-UHFFFAOYSA-N,O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1
DB09177,,p-Fluorofentanyl,90736-23-5,I45R05QM0Z,4-Fluorofentanyl | Parafluorofentanyl,KXUBAVLIJFTASZ-UHFFFAOYSA-N,CCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1
DB09178,,Phenaridine,42045-97-6,S07S9928YH,"2,5-Dimethylfentanyl | Phenaridine",ODPKHHGQKIYCTJ-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CC(C)N(CCc2ccccc2)CC1C
DB09179,,R-30490,60618-49-7,03DNV05OD4,,GARXJOUQUSNOGK-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2ccccc2)CC1
DB09180,,Thienylfentanyl,1165-22-6,954535Y32Y,Thiofentanyl,YMRFZDHYDKZXPA-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1
DB09181,,Trefentanil,120656-74-8,36QM58LVGU,Trefentanil,RJSCINHYBGMIFT-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1
DB09182,,Benzylfentanyl,1474-02-8,9BV2D1A57H,,POQDXIFVWVZVML-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1
DB09183,,Dasabuvir,1132935-63-7,DE54EQW8T1," Sodium 3-(3-tert-butyl-4-methoxy-5-{6­ [(methylsulfonyl)amino]naphthalene-2-yl}phenyl)-2,6-dioxo-3,6-dihydro-2H-pyrimidin-1-ide hydrate (1:1:1) | Dasabuvir | N-{6-[3-tert-butyl-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-2-methoxyphenyl]naphthalen-2-yl}methanesulfonamide",NBRBXGKOEOGLOI-UHFFFAOYSA-N,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C
DB09184,,Edivoxetine,1194508-25-2,3W9N3F4JOO,Edivoxetine,CPBHSHYQQLFAPW-ZWKOTPCHSA-N,COc1ccc(F)cc1C[C@@](O)(C1CCOCC1)[C@@H]1CNCCO1
DB09185,,Viloxazine,46817-91-8,5I5Y2789ZF,2-((2-Ethoxyphenoxy)methyl)morpholine | Viloxazina | Viloxazine | Viloxazinum,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,CCOc1ccccc1OCC1CNCCO1
DB09186,,Nisoxetine,53179-07-0,17NV064B2D,nisoxetina | Nisoxetine,ITJNARMNRKSWTA-UHFFFAOYSA-N,CNCCC(Oc1ccccc1OC)c1ccccc1
